STRUCTURE,STRUCTURE_ID,ACTION,FREQ,GBAUPS,GKATS,GWAERZH,GWAERZW,KANTONSNUMMER,TIME_PERIOD,OBS_VALUE,DIFF_REGION_STATE,DIFF_LAST_UPDATE,DIFF_EMBARGO_DATE,DIFF_DB_STATE,OBS_STATUS,DIFF_REGION_REF
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1021,2,_T,8100,2024,153651,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1040,6,_T,8100,2021,4996,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1040,6,_T,8100,2022,5293,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1040,6,_T,8100,2023,5329,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1040,6,_T,8100,2024,5966,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,_T,8,_T,8100,2021,9247,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,_T,8,_T,8100,2022,6608,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,_T,8,_T,8100,2023,6152,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,_T,8,_T,8100,2024,5691,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1040,1,_T,8100,2021,5112,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1040,1,_T,8100,2022,5697,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1040,1,_T,8100,2023,6542,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1040,1,_T,8100,2024,7151,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1030,6,_T,8100,2021,9520,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1030,6,_T,8100,2022,9922,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1030,6,_T,8100,2023,10257,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1030,6,_T,8100,2024,11980,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1021,4,_T,8100,2021,107872,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1021,4,_T,8100,2022,110488,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1021,4,_T,8100,2023,107954,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1021,4,_T,8100,2024,116425,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,_T,4,_T,8100,2021,209751,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,_T,4,_T,8100,2022,213264,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,_T,4,_T,8100,2023,212796,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,_T,4,_T,8100,2024,222836,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1025,7,_T,8100,2021,1435,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1025,7,_T,8100,2022,1068,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1025,7,_T,8100,2023,1142,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1025,7,_T,8100,2024,1175,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1021,3,_T,8100,2021,394120,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1021,3,_T,8100,2022,379592,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1021,3,_T,8100,2023,359614,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1021,3,_T,8100,2024,337559,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,_T,3,_T,8100,2021,722768,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,_T,3,_T,8100,2022,701003,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,_T,3,_T,8100,2023,667013,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,_T,3,_T,8100,2024,627349,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1040,9,_T,8100,2021,1118,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1040,9,_T,8100,2022,1145,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1040,9,_T,8100,2023,1222,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1040,9,_T,8100,2024,1277,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,_T,5,_T,8100,2021,142804,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,_T,5,_T,8100,2022,141634,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,_T,5,_T,8100,2023,135461,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,_T,5,_T,8100,2024,127391,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1040,2,_T,8100,2021,16075,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1040,2,_T,8100,2022,16124,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1040,2,_T,8100,2023,15750,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1040,2,_T,8100,2024,15842,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1030,7,_T,8100,2021,491,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1030,7,_T,8100,2022,449,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1030,7,_T,8100,2023,493,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1030,7,_T,8100,2024,486,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1021,5,_T,8100,2021,102131,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1021,5,_T,8100,2022,101083,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1021,5,_T,8100,2023,96883,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1021,5,_T,8100,2024,90749,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1025,8,_T,8100,2021,3993,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1025,8,_T,8100,2022,3102,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1025,8,_T,8100,2023,2539,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1025,8,_T,8100,2024,1655,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,_T,2,_T,8100,2021,312101,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,_T,2,_T,8100,2022,313115,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,_T,2,_T,8100,2023,308298,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,_T,2,_T,8100,2024,311954,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1021,1,_T,8100,2021,210632,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1021,1,_T,8100,2022,229443,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1021,1,_T,8100,2023,262685,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1021,1,_T,8100,2024,283226,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1030,8,_T,8100,2021,964,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1030,8,_T,8100,2022,456,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1030,8,_T,8100,2023,484,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1030,8,_T,8100,2024,512,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1025,_T,_T,8100,2021,487066,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1025,_T,_T,8100,2022,491936,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1025,_T,_T,8100,2023,496687,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1025,_T,_T,8100,2024,501088,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1030,5,_T,8100,2021,8779,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1030,5,_T,8100,2022,8632,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1030,5,_T,8100,2023,8187,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1030,5,_T,8100,2024,7923,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1040,_T,_T,8100,2021,82199,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1040,_T,_T,8100,2022,82441,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1040,_T,_T,8100,2023,80246,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1040,_T,_T,8100,2024,79764,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1030,3,_T,8100,2021,73044,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1030,3,_T,8100,2022,71874,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1030,3,_T,8100,2023,68493,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1030,3,_T,8100,2024,64246,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1040,7,_T,8100,2021,219,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1040,7,_T,8100,2022,171,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1040,7,_T,8100,2023,178,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1040,7,_T,8100,2024,177,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,_T,9,_T,8100,2021,5202,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,_T,9,_T,8100,2022,5740,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,_T,9,_T,8100,2023,7470,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,_T,9,_T,8100,2024,6548,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1025,5,_T,8100,2021,27638,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1025,5,_T,8100,2022,27694,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1025,5,_T,8100,2023,26581,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
DATAFLOW,CH1.GWS:DF_GWS_REG4(1.0.0),I,A,_T,1025,5,_T,8100,2024,25082,2024-12-31,2025-09-22T08:30,2025-09-22T08:30,2025-09-22,A,KANT
